Source,Target,Weight,Type
David_026,David_057,3,undirected
David_026,David_069,4,undirected
David_026,David_086,1,undirected
David_026,David_139,2,undirected
David_027,David_030,1,undirected
David_027,David_041,2,undirected
David_027,David_055,3,undirected
David_028,Anonymous_092,3,undirected
David_028,Anonymous_132,2,undirected
David_028,David_009,1,undirected
David_028,David_124,1,undirected
David_029,Anonymous_096,1,undirected
David_029,Anonymous_134,2,undirected
David_029,Anonymous_149,3,undirected
David_029,Anonymous_150,3,undirected
David_029,David_024,2,undirected
David_030,Anonymous_043,2,undirected
David_030,Anonymous_116,3,undirected
David_030,Anonymous_130,1,undirected
David_030,Asaph_050,2,undirected
David_030,David_027,1,undirected
David_030,David_040,1,undirected
David_031,Anonymous_071,3,undirected
David_031,Anonymous_119,1,undirected
David_031,David_006,4,undirected
David_031,David_008,3,undirected
David_031,David_013,3,undirected
David_031,David_023,2,undirected
David_031,David_025,2,undirected
David_031,David_032,1,undirected
David_031,David_038,1,undirected
David_031,David_039,1,undirected
David_031,David_051,3,undirected
David_031,David_054,3,undirected
David_031,David_069,2,undirected
David_031,David_142,1,undirected
David_031,David_143,5,undirected
David_032,David_025,6,undirected
David_032,David_031,1,undirected
David_032,David_059,2,undirected
David_033,Anonymous_097,1,undirected
David_033,Anonymous_106,2,undirected
David_033,Anonymous_147,5,undirected
David_034,Anonymous_097,2,undirected
David_034,Anonymous_098,6,undirected
David_034,Anonymous_099,2,undirected
David_034,Anonymous_100,2,undirected
David_034,Anonymous_107,2,undirected
David_034,Anonymous_129,1,undirected
David_034,David_007,2,undirected
David_034,David_103,3,undirected
David_035,David_019,1,undirected
David_035,David_022,4,undirected
David_035,David_064,1,undirected
David_035,David_069,6,undirected
David_035,David_070,4,undirected
David_035,David_140,1,undirected
David_035,David_141,2,undirected
David_036,David_005,3,undirected
David_036,David_052,1,undirected
David_036,David_055,1,undirected
David_036,David_110,3,undirected
David_036,David_139,2,undirected
David_037,Anonymous_001,2,undirected
David_037,Anonymous_010,2,undirected
David_037,Anonymous_105,1,undirected
David_037,Anonymous_112,6,undirected
David_037,David_133,3,undirected
David_038,Anonymous_116,4,undirected
David_038,David_023,1,undirected
David_038,David_031,1,undirected
David_038,David_039,6,undirected
David_038,David_131,1,undirected
David_039,David_006,1,undirected
David_039,David_016,3,undirected
David_039,David_023,3,undirected
David_039,David_031,1,undirected
David_039,David_038,6,undirected
David_039,David_040,4,undirected
David_039,David_131,3,undirected
David_040,Anonymous_091,2,undirected
David_040,David_030,1,undirected
David_040,David_039,4,undirected
David_040,David_051,1,undirected
David_040,David_052,2,undirected
David_040,David_062,1,undirected
David_040,David_069,1,undirected
David_040,David_070,2,undirected
David_040,David_109,5,undirected
David_040,David_142,3,undirected
David_041,Asaph_073,6,undirected
David_041,David_022,2,undirected
David_041,David_027,2,undirected
David_041,David_055,5,undirected
David_041,David_056,3,undirected
David_041,David_063,1,undirected
David_041,David_101,2,undirected
David_051,David_031,3,undirected
David_051,David_040,1,undirected
David_051,David_109,2,undirected
David_052,David_004,6,undirected
David_052,David_036,1,undirected
David_052,David_040,2,undirected
David_053,Anonymous_104,2,undirected
David_053,David_014,6,undirected
David_053,David_056,1,undirected
David_054,Anonymous_092,1,undirected
David_054,Anonymous_126,1,undirected
David_054,Anonymous_132,2,undirected
David_054,David_024,3,undirected
David_054,David_031,3,undirected
David_055,Anonymous_130,3,undirected
David_055,Asaph_073,1,undirected
David_055,David_003,3,undirected
David_055,David_018,1,undirected
David_055,David_027,3,undirected
David_055,David_036,1,undirected
David_055,David_041,5,undirected
David_055,David_069,2,undirected
David_056,David_026,1,undirected
David_056,David_041,3,undirected
David_056,David_053,1,undirected
David_056,David_069,2,undirected
David_057,Anonymous_102,2,undirected
David_057,Asaph_083,1,undirected
David_057,David_026,3,undirected
David_058,Anonymous_097,2,undirected
David_058,Asaph_082,1,undirected
David_058,David_064,3,undirected
David_059,Anonymous_114,1,undirected
David_059,Anonymous_116,1,undirected
David_059,Anonymous_118,3,undirected
David_059,Asaph_073,2,undirected
David_059,Asaph_078,1,undirected
David_059,Asaph_083,5,undirected
David_059,David_003,1,undirected
David_059,David_005,2,undirected
David_059,David_009,1,undirected
David_059,David_032,2,undirected
David_060,Anonymous_132,5,undirected
David_060,Asaph_080,4,undirected
David_060,David_108,5,undirected
David_061,Asaph_050,1,undirected
David_061,Asaph_076,3,undirected
David_061,David_068,2,undirected
David_061,David_138,2,undirected
David_062,Asaph_073,3,undirected
David_062,David_004,2,undirected
David_062,David_040,1,undirected
David_063,Anonymous_102,3,undirected
David_063,Anonymous_128,2,undirected
David_063,David_041,1,undirected
David_063,David_143,2,undirected
David_064,Anonymous_147,2,undirected
David_064,David_011,1,undirected
David_064,David_035,1,undirected
David_064,David_058,3,undirected
David_064,David_140,6,undirected
David_065,Anonymous_010,2,undirected
David_065,Anonymous_105,1,undirected
David_065,David_005,3,undirected
David_068,Anonymous_066,4,undirected
David_068,Anonymous_093,2,undirected
David_068,Anonymous_104,2,undirected
David_068,Anonymous_114,2,undirected
David_068,Anonymous_120,3,undirected
David_068,Anonymous_146,1,undirected
David_068,Asaph_077,2,undirected
David_068,David_012,6,undirected
David_068,David_061,2,undirected
David_069,Anonymous_094,1,undirected
David_069,Anonymous_116,3,undirected
David_069,Anonymous_120,1,undirected
David_069,David_003,2,undirected
David_069,David_016,1,undirected
David_069,David_026,4,undirected
David_069,David_031,2,undirected
David_069,David_035,6,undirected
David_069,David_040,1,undirected
David_069,David_055,2,undirected
David_069,David_056,2,undirected
David_069,David_070,1,undirected
David_069,David_139,4,undirected
David_069,David_140,2,undirected
David_070,Anonymous_043,1,undirected
David_070,David_035,4,undirected
David_070,David_040,2,undirected
David_070,David_069,1,undirected
David_086,Anonymous_116,2,undirected
David_086,David_026,1,undirected
David_086,David_139,3,undirected
David_101,Anonymous_010,1,undirected
David_101,Asaph_073,3,undirected
David_101,David_041,2,undirected
David_103,Anonymous_147,2,undirected
David_103,David_022,1,undirected
David_103,David_034,3,undirected
David_108,Anonymous_132,1,undirected
David_108,Asaph_077,1,undirected
David_108,Asaph_081,3,undirected
David_108,David_060,5,undirected
David_109,Anonymous_102,2,undirected
David_109,David_004,1,undirected
David_109,David_021,2,undirected
David_109,David_022,6,undirected
David_109,David_040,5,undirected
David_109,David_051,2,undirected
David_109,David_141,1,undirected
David_110,Anonymous_121,2,undirected
David_110,Anonymous_147,2,undirected
David_110,Asaph_073,1,undirected
David_110,David_036,3,undirected
David_122,Anonymous_132,2,undirected
David_122,Anonymous_137,1,undirected
David_122,David_009,3,undirected
David_124,Anonymous_096,2,undirected
David_124,Anonymous_098,3,undirected
David_124,David_028,1,undirected
David_131,Anonymous_117,2,undirected
David_131,Anonymous_130,2,undirected
David_131,David_038,1,undirected
David_131,David_039,3,undirected
David_133,Anonymous_104,1,undirected
David_133,Anonymous_111,2,undirected
David_133,David_037,3,undirected
David_138,Anonymous_128,1,undirected
David_138,Asaph_050,3,undirected
David_138,David_022,1,undirected
David_138,David_061,2,undirected
David_139,Anonymous_116,1,undirected
David_139,Anonymous_119,2,undirected
David_139,Anonymous_130,2,undirected
David_139,Asaph_050,5,undirected
David_139,Asaph_074,1,undirected
David_139,Asaph_079,3,undirected
David_139,David_026,2,undirected
David_139,David_036,2,undirected
David_139,David_069,4,undirected
David_139,David_086,3,undirected
David_140,David_035,1,undirected
David_140,David_064,6,undirected
David_140,David_069,2,undirected
David_141,David_022,3,undirected
David_141,David_035,2,undirected
David_141,David_109,1,undirected
David_142,Anonymous_116,2,undirected
David_142,David_031,1,undirected
David_142,David_040,3,undirected
David_143,Anonymous_102,1,undirected
David_143,Anonymous_119,6,undirected
David_143,David_017,3,undirected
David_143,David_031,5,undirected
David_143,David_063,2,undirected
David_144,Anonymous_092,1,undirected
David_144,Anonymous_107,5,undirected
David_144,David_011,2,undirected
David_144,David_019,4,undirected
David_145,Anonymous_111,1,undirected
David_145,Anonymous_117,1,undirected
David_145,Anonymous_136,2,undirected
David_145,Asaph_083,3,undirected
David_145,David_005,2,undirected
